"protein","clustering_coefficient"
"CENPF",0.196969696969697
"CENPH",0.444444444444444
"CENPJ",0.0952380952380952
"CENPK",0.2
"CENPO",0.256410256410256
"CENPP",0.619047619047619
"CENPQ",0.8
"CENPT",0.166666666666667
"CENPV",1
"CEP170P1",0.0888888888888889
"CEP44",0.142857142857143
"CEP55",0.309090909090909
"CEP76",0.192307692307692
"CEP97",0.533333333333333
"CERS1",1
"CES1",NA
"CETN2",0.266666666666667
"CETN3",0.142857142857143
"CETP",NA
"CFB",1
"CFH",0.0357142857142857
"CFHR3",NA
"CFHR4",0
"CFI",NA
"CFL1",0.172307692307692
"CFLAR",0.236467236467236
"CFTR",0.107954545454545
"CGA",0
"CGN",0.361111111111111
"CHAC1",0
"CHAF1A",0.0971428571428571
"CHAF1B",0.46969696969697
"CHCHD3",0.0555555555555556
"CHCHD4",0
"CHD1",0.283333333333333
"CHD1L",0.206153846153846
"CHD3",0.0673655600854203
"CHD4",0.150158299412031
"CHD6",0.3
"CHD7",0.280632411067194
"CHD8",0.215789473684211
"CHDH",0
"CHEK1",0.159756097560976
"CHEK2",0.0915915915915916
"CHFR",0.14021164021164
"CHIC2",0.244444444444444
"CHM",0.133333333333333
"CHML",0
"CHMP1A",0.321428571428571
"CHMP1B",0.533333333333333
"CHMP2A",0.6
"CHMP3",0.464285714285714
"CHMP4A",0.355555555555556
"CHMP4B",0.25
"CHMP4C",0.333333333333333
"CHMP5",0.4
"CHMP6",0.2
"CHN1",0
"CHN2",0
"CHORDC1",1
"CHP",0.142857142857143
"CHP2",0
"CHRAC1",0.857142857142857
"CHRDL2",NA
"CHRM2",0
"CHRM3",0
"CHRNA1",0
"CHRNA4",0
"CHRNA7",0
"CHRND",NA
"CHRNE",NA
"CHST12",NA
"CHST15",1
"CHTF18",0.391666666666667
"CHTF8",0.466666666666667
"CHUK",0.143483709273183
"CHURC1",0
"CIAO1",0.128205128205128
"CIB1",0.142857142857143
"CIDEA",0
"CIDEB",0.333333333333333
"CIITA",0.161764705882353
"CIR1",0.4
"CIRBP",0.4
"CISH",0.107142857142857
"CIT",0.25
"CITED1",0.333333333333333
"CITED2",0.2
"CITED4",0.166666666666667
"CIZ1",0.3
"CKAP5",0.116666666666667
"CKB",0.115384615384615
"CKI1",NA
"CKM",0.285714285714286
"CKMT1A",1
"CKMT1B",0.333333333333333
"CKMT2",0
"CKS1",NA
"CKS1B",0.284210526315789
"CKS2",0.228571428571429
"CLAM",1
"CLASRP",0
"CLCA1",NA
"CLCN3",0.666666666666667
"CLDN1",0.4
"CLDN2",0
"CLDN3",0.833333333333333
"CLDN4",NA
"CLDN5",0.833333333333333
"CLDN6",NA
"CLDN7",0.333333333333333
"CLDN8",NA
"CLEC3B",0.021978021978022
"CLEC4C",NA
"CLEC4G",0.00526315789473684
"CLEC4M",0
"CLGN",0.1
"CLIC1",0.333333333333333
"CLINT1",0.191176470588235
"CLIP1",0.357142857142857
"CLIP2",0
"CLK1",0.309090909090909
"CLK2",0.214285714285714
"CLK3",0.285714285714286
"CLK4",0
"CLN3",0.0507399577167019
"CLNS1A",0.301470588235294
"CLOCK",0.512820512820513
"CLP1",0.381818181818182
"CLPX",0.0357142857142857
"CLSPN",0.228070175438597
"CLSTN1",0.194444444444444
"CLTA",0.357142857142857
"CLTC",0.0558115719406042
"CLTCL1",1
"CLU",0.0978260869565217
"CLUAP1",0.333333333333333
"CMIP",1
"CMTM6",0.238095238095238
"CNBP",0.00403225806451613
"CNKSR1",0.0714285714285714
"CNKSR2",0
"CNN1",0.266666666666667
"CNNM3",0.138888888888889
"CNO",0.5
"CNOT1",0.2
"CNOT2",0.333333333333333
"CNOT3",0.4
"CNOT4",0.177777777777778
"CNOT6L",0
"CNOT7",0.151515151515152
"CNOT8",0.218181818181818
"CNR1",0
"CNTF",0.142857142857143
"CNTFR",0.0714285714285714
"CNTN1",0.0277777777777778
"CNTN2",0.146218487394958
"CNTNAP1",0.333333333333333
"CNTNAP2",0.285714285714286
"CNTNAP3",0
"CNTNAP4",0.0666666666666667
"COASY",0.5
"COBRA1",0.238095238095238
"COG1",0.666666666666667
"COG2",0.333333333333333
"COG3",0.2
"COG4",0.357142857142857
"COG5",0.244444444444444
"COG7",0.466666666666667
"COIL",0.345454545454545
"COL10A1",NA
"COL11A1",0
"COL14A1",0.333333333333333
"COL17A1",0.285714285714286
"COL18A1",0
"COL1A1",0.065359477124183
"COL25A1",NA
"COL2A1",0.0444444444444444
"COL3A1",0
"COL4A1",0.0727272727272727
"COL4A2",0.0476190476190476
"COL4A3BP",0.285714285714286
"COL5A1",0.0666666666666667
"COL7A1",0.0952380952380952
"COL8A1",0
"COL9A1",1
"COL9A2",0.333333333333333
"COMMD1",0.19047619047619
"COMMD3",0.333333333333333
"COMMD8",0.333333333333333
"COMT",0.5
"COP",1
"COPA",0.2
"COPB1",0.194805194805195
"COPB2",0.169590643274854
"COPE",0.607142857142857
"COPG",0.150997150997151
"COPS2",0.161943319838057
"COPS3",0.366666666666667
"COPS4",0.300395256916996
"COPS5",0.0589992531740105
"COPS6",0.0369146005509642
"COPS7A",0.361904761904762
"COPS8",0.529411764705882
"COPZ1",0.666666666666667
"COPZ2",NA
"COQ6",0.5
"COQ8",NA
"CORD1",NA
"CORO2A",1
"CORO7",0.571428571428571
"CORT",0
"COTL1",0.333333333333333
"COX17",0
"COX4I2",NA
"COX5A",0.666666666666667
"COX6C",0.333333333333333
"CP",0.666666666666667
"CPA4",0
"CPAMD8",0.333333333333333
"CPB2",0
"CPE",0.155555555555556
"CPLX1",1
"CPN1",0
"CPNE1",0.0276679841897233
"CPNE2",0.0512820512820513
"CPNE3",0.666666666666667
"CPNE4",0
"CPNE6",0.0222222222222222
"CPSF1",0.138095238095238
"CPSF2",0.230769230769231
"CPSF3",0.238095238095238
"CPSF3L",0.330882352941176
"CPSF4",0.5
"CPSF6",0.13
"CPT2",0
"CR1",NA
"CR2",0.142857142857143
"CRABP1",NA
"CRABP2",0.333333333333333
"CRADD",0.111111111111111
"CRB2",0
"CRBN",0.8
"CRCT1",0.0833333333333333
"CREB1",0.100170502983802
"CREB3",0.25
"CREB3L3",NA
"CREB3L4",0.666666666666667
"CREB5",1
"CREBBP",0.0585070848423051
"CREBZF",0.5
"CREG1",0.333333333333333
"CRELD1",0.0555555555555556
"CREM",0.163636363636364
"CRH",0
"CRHBP",NA
"CRHR1",0
"CRIP1",0
"CRIPT",0.666666666666667
"CRISP3",NA
"CRK",0.119183673469388
"CRKL",0.131313131313131
"CRLF1",NA
"CRM1",0
"CRMP1",0.0370843989769821
"CRP",0.133333333333333
"CRTC2",0.357142857142857
"CRX",0.155555555555556
"CRY1",0.164835164835165
"CRY2",0.285714285714286
"CRYAA",0.833333333333333
"CRYAB",0.164835164835165
"CRYBA2",NA
"CRYBB2",0.833333333333333
"CRYGC",1
"CSDE1",0.2
"CSE1L",0.12987012987013
"CSF1",0.6
"CSF1R",0.378787878787879
"CSF2",1
"CSF2RA",0.333333333333333
"CSF2RB",0.282051282051282
"CSF3R",0.290909090909091
"CSH2",NA
"CSK",0.24
"CSN1S1",0.333333333333333
"CSN3",0.166666666666667
"CSNK1A1",0.11965811965812
"CSNK1D",0.205128205128205
"CSNK1E",0.073015873015873
"CSNK1G1",0.0666666666666667
"CSNK1G2",0.142857142857143
"CSNK2A1",0.0571102227298686
"CSNK2A2",0.130867709815078
"CSNK2B",0.0265450861195542
"CSPG4",0.333333333333333
"CSPG5",NA
"CSRP1",1
"CSRP2",0.333333333333333
"CSRP3",0
"CST5",NA
"CSTA",0.243589743589744
"CSTB",0.380952380952381
"CSTF1",0.321428571428571
"CSTF2",0.115942028985507
"CSTF2T",0.466666666666667
"CTBP1",0.110144927536232
"CTBP2",0.115966386554622
"CTCF",0.15954415954416
"CTCFL",0.238095238095238
"CTD",0.333333333333333
"CTDP1",0.214793741109531
"CTDSP1",0.5
"CTDSP2",0
"CTDSPL",0.166666666666667
"CTF1",NA
"CTGF",0.1
"CTH",NA
"CTLA4",0.0555555555555556
"CTNNA1",0.169950738916256
"CTNNA3",NA
"CTNNAL1",1
"CTNNB1",0.0447298174734868
"CTNNBIP1",0.0256410256410256
"CTNNBL1",0.216450216450216
"CTNND1",0.164021164021164
"CTPS2",0.5
"CTR9",0.53030303030303
"CTSB",0.15
"CTSE",NA
"CTSL1",0.19047619047619
"CTTN",0.101149425287356
"CTTNBP2",0.571428571428571
"CTTNBP2NL",0.790849673202614
"CTU1",0
"CUBN",0.1
"CUEDC2",0.392857142857143
"CUL1",0.0715151515151515
"CUL2",0.0812390414962011
"CUL3",0.060153776571687
"CUL4A",0.0945663531870428
"CUL4B",0.143673469387755
"CUL5",0.0952380952380952
"CUL7",0.243589743589744
"CUL9",0.5
"CUTC",0.166666666666667
"CUX1",0.180952380952381
"CWC21",NA
"CWF19L1",1
"CX3CL1",NA
"CXADR",1
"CXCL1",0
"CXCL12",0.333333333333333
"CXCL13",0
"CXCR1",NA
"CXCR2",0.0666666666666667
"CXCR3",0.0666666666666667
"CXCR4",0.21978021978022
"CXXC1",0.247619047619048
"CYB561D2",NA
"CYBA",0.333333333333333
"CYCS",0.166666666666667
"CYFIP1",0.19047619047619
"CYFIP2",0.141666666666667
"CYLD",0.118951612903226
"CYP11A1",NA
"CYP3A4",0
"CYP4V2",NA
"CYP71",NA
"CYTH1",0.142857142857143
"CYTH2",0.196969696969697
"CYTH3",0
"Cacnb1",0
"Camk2n1",NA
"Capza1",0.0350877192982456
"Casc5",0.678571428571429
"Cbl",0
"Cbx1",0.00492610837438424
"Cbx2",0.555555555555556
"Ccdc15",0.0151515151515152
"Ccdc22",0
"Ccna2",NA
"Ccne1",NA
"Cct2",NA
"Cct3",0
"Cct7",0
"Cd244",NA
"Cd2ap",0.151515151515152
"Cd3e",0.666666666666667
"Cd4",NA
"Cdc16",0.29047619047619
"Cdc20",0.286549707602339
"Cdc23",0.295238095238095
"Cdc25b",NA
"Cdc27",NA
"Cdc42bpb",0
"Cdc5l",0.116666666666667
"Cdc6",0
"Cdca5",0.476190476190476
"Cdca8",0.0952380952380952
"Cdk1",0.0164560681751396
"Cdk2",0.5
"Cdk4",0
"Cdk9",0.166666666666667
"Cdkn2a",0.666666666666667
"Cebpb",0.025709219858156
"Cenpe",0
"Cenpf",0
"Cep120",0
"Cep135",0.333333333333333
"Cep152",0.151515151515152
"Cep164",0.666666666666667
"Cep170",0.010989010989011
"Cep290",0.466666666666667
"Cep350",0.0606060606060606
"Cep55",0.075
"Cep63",0.0513833992094862
"Cep70",0.0564516129032258
"Cep72",0.0995670995670996
"Cep76",0.00584795321637427
"Cep78",0.133333333333333
"Cetn2",0.2
"Chd1",NA
"Chek1",0.333333333333333
"Chek2",0.2
"Chmp3",NA
"Cish",1
"Ckap5",0.133333333333333
"Cldn1",NA
"Clic4",NA
"Clip1",NA
"Clock",NA
"Clp1",0.277777777777778
"Cnbp",0
"Cnot3",0.05
"Copa",0.2
"Cpne1",0
"Crem",NA
"Crhr2",0
"Crnkl1",1
"Cry1",0.333333333333333
"Csk",NA
"Csnk1d",0
"Csnk1e",0.015647226173542
"Ctbp1",0.2
"Ctbp2",0
"Ctcf",0
"Ctnnb1",0
"Ctnnd1",NA
"Cul3",0.166666666666667
"D16Ertd472e",0
"D2Ertd750e",0
"DAB1",0
"DAB2",0.131054131054131
"DACH1",0.472727272727273
"DACT1",0.0666666666666667
"DAD1",1
"DAG1",0.132275132275132
"DAP",1
"DAP3",0.163398692810458
"DAPK1",0.171428571428571
"DAPK2",NA
"DAPK3",0.222222222222222
"DARS",0.214285714285714
"DARS2",0.666666666666667
"DAXX",0.135686274509804
"DAZ1",0.833333333333333
"DAZAP1",0.5
"DAZAP2",0.0487588652482269
"DAZL",0.833333333333333
"DBC1",0.177777777777778
"DBF4",0.636363636363636
"DBF4B",0
"DBNL",0.133333333333333
"DCAF11",0.722222222222222
"DCAF12",0.833333333333333
"DCAF15",1
"DCAF16",0.833333333333333
"DCAF17",1
"DCAF4",0.75
"DCAF5",1
"DCAF6",0.571428571428571
"DCAF7",0.21978021978022
"DCAF8",0.464285714285714
"DCC",0.0587301587301587
"DCK",0.2
"DCLRE1A",0.466666666666667
"DCLRE1B",0.533333333333333
"DCLRE1C",0
"DCN",0.0151515151515152
"DCP1A",0.357142857142857
"DCP2",0.357142857142857
"DCT",NA
"DCTD",0.2
"DCTN1",0.0689075630252101
"DCTN2",0.087719298245614
"DCTN4",0.2
"DCTPP1",0.333333333333333
"DCUN1D1",0.282051282051282
"DCX",0
"DDA1",0.0807823129251701
"DDB1",0.0738613861386139
"DDB2",0.375
"DDIT3",0.146245059288538
"DDIT4",0.666666666666667
"DDN",0
"DDO",1
"DDR1",0.222222222222222
"DDR2",0.666666666666667
"DDRGK1",1
"DDX1",0.30718954248366
"DDX11",0.464285714285714
"DDX17",0.187103594080338
"DDX19A",0.333333333333333
"DDX19B",0.25
"DDX20",0.18716577540107
"DDX24",0.123076923076923
"DDX39A",0.153846153846154
"DDX49",0.166666666666667
"DDX5",0.141437755698422
"DDX54",0.111111111111111
"DDX56",0.0795698924731183
"DDX58",0.189542483660131
"DDX6",0.2
"DEC1",1
"DEDD",0.241758241758242
"DEDD2",0.277777777777778
"DEF6",0.1
"DEFB103B",NA
"DEFB4A",NA
"DEGS1",0.4
"DEK",0.346320346320346
"DENND4A",0.214285714285714
"DEPTOR",0.333333333333333
"DERL1",0.352941176470588
"DERL2",0.821428571428571
"DES",0.163636363636364
"DET1",1
"DFFA",0.0989010989010989
"DFFB",0.5
"DFG10",NA
"DFNA5",0
"DGAT1",NA
"DGCR6L",0.0476190476190476
"DGCR8",0.0757575757575758
"DGKA",0.333333333333333
"DGKB",0
"DGKD",0
"DGKE",0.285714285714286
"DGKH",0
"DGKZ",0.0285714285714286
"DGUOK",1
"DHDDS",0.166666666666667
"DHFR",0.476190476190476
"DHPS",0.238095238095238
"DHX30",0.183333333333333
"DHX34",0.5
"DHX58",0.127272727272727
"DHX9",0.104807692307692
"DIABLO",0.192982456140351
"DIAPH2",0.4
"DIAPH3",0.3
"DICER1",0.142857142857143
"DIO2",0.355555555555556
"DIO3",0
"DIS3",0.25
"DIS3L2",0.333333333333333
"DISC1",0.0203502919099249
"DIXDC1",0.5
"DKC1",0.142857142857143
"DKFZp761E198",0.333333333333333
"DKK1",0
"DLAT",0.222222222222222
"DLC1",0
"DLEU1",0.0196078431372549
"DLG1",0.0829268292682927
"DLG2",0.105263157894737
"DLG3",0.0647773279352227
"DLG4",0.0350877192982456
"DLG5",0.214285714285714
"DLGAP1",0.202614379084967
"DLGAP2",0.333333333333333
"DLGAP5",0.533333333333333
"DLK1",0
"DLK2",1
"DLL1",0.4
"DLST",0.105263157894737
"DLX2",0.6
"DLX5",0.833333333333333
"DMAP1",0.284495021337127
"DMBT1",0.3
"DMC1",1
"DMD",0.111111111111111
"DMPK",0.222222222222222
"DMRT1",NA
"DMWD",0.0650793650793651
"DMXL2",0.666666666666667
"DNAJA1",0.0840336134453782
"DNAJA2",0.136363636363636
"DNAJA3",0.169934640522876
"DNAJB1",0.148148148148148
"DNAJB11",0.0687830687830688
"DNAJB2",0.833333333333333
"DNAJB5",0.133333333333333
"DNAJB6",0.212121212121212
"DNAJB8",0.333333333333333
"DNAJB9",0.194444444444444
"DNAJC1",0
"DNAJC10",0.4
"DNAJC14",0
"DNAJC19",0.666666666666667
"DNAJC2",1
"DNAJC3",0.333333333333333
"DNAJC5",1
"DNAJC7",0.25
"DNAL4",0
"DNALI1",0
"DNASE2",1
"DNM1",0.0909090909090909
"DNM1L",0.218181818181818
"DNM2",0.0730804810360777
"DNMBP",0.0701754385964912
"DNMT1",0.165154264972777
"DNMT3A",0.167073170731707
"DNMT3B",0.133877551020408
"DNMT3L",0.0909090909090909
"DNPEP",0.0909090909090909
"DNTT",0.380952380952381
"DNTTIP1",0.333333333333333
"DNTTIP2",0.243589743589744
"DOC2A",NA
"DOCK1",0.318181818181818
"DOCK10",0
"DOCK2",0.333333333333333
"DOCK4",0.666666666666667
"DOCK8",1
"DOK1",0.248366013071895
"DOK2",0.163398692810458
"DOK4",NA
"DOK5",0
"DOK6",NA
"DOM3Z",NA
"DOT1L",0.0740740740740741
"DPEP1",NA
"DPF1",0.333333333333333
"DPF2",0.402173913043478
"DPF3",0.428571428571429
"DPH1",0.4
"DPM1",0.2
"DPM2",0
"DPP4",NA
"DPPA2",0.0294117647058824
"DPPA4",0.115384615384615
"DPT",NA
"DPY30",0.263736263736264
"DPYSL2",0.2
"DPYSL4",0.6
"DR1",0.466666666666667
"DRAP1",0.110294117647059
"DRD1",0.133333333333333
"DRD2",0.0277777777777778
"DRD3",0
"DRD4",0.133333333333333
"DRD5",0
"DREB2A",NA
"DRG1",0.428571428571429
"DRG2",1
"DRP2",0.333333333333333
"DSC1",0.384615384615385
"DSC2",0.666666666666667
"DSC3",0.380952380952381
"DSCAML1",0
"DSCC1",0.9
"DSG1",0.294871794871795
"DSG2",0.388888888888889
"DSG3",1
"DSK2",0
"DSN1",0.284210526315789
"DSP",0.180952380952381
"DST",0.12
"DSTYK",0.0128205128205128
"DTL",0.461538461538462
"DTNA",0.238095238095238
"DTNB",0.102564102564103
"DTNBP1",0.0349206349206349
"DTX1",0.257142857142857
"DTX2",0.115384615384615
"DTX3L",0.191176470588235
"DTX4",1
"DUSP1",0.257575757575758
"DUSP10",0
"DUSP11",0.4
"DUSP12",0
"DUSP16",0.285714285714286
"DUSP19",0.333333333333333
"DUSP22",0.666666666666667
"DUSP23",0.00476190476190476
"DUSP3",0.5
"DUSP4",0.333333333333333
"DUSP5",1
"DUSP6",0.333333333333333
"DUSP7",0.666666666666667
"DUT",0.333333333333333
"DVL1",0.181538461538462
"DVL1L1",NA
"DVL2",0.0666666666666667
"DVL3",0.0769230769230769
"DYNC1H1",0.0827586206896552
"DYNC1I1",0.0056980056980057
"DYNC1I2",0.333333333333333
"DYNC2H1",0.333333333333333
"DYNC2LI1",1
"DYNLL1",0.0164158686730506
"DYNLL2",0.0789473684210526
"DYNLRB1",0.0952380952380952
"DYNLT1",0.19047619047619
"DYNLT3",0.133333333333333
"DYRK1A",0.180952380952381
"DYRK1B",0.25
"DYRK2",0.0750750750750751
"DYSF",0
"DYT10",0.0277777777777778
"DYX1C1",0.166666666666667
"DZIP3",0.0830769230769231
"Dctn1",0.0222222222222222
"Dctn2",0.0128205128205128
"Dctn3",0.0222222222222222
"Ddb1",0.217204301075269
"Ddx21",0
"Ddx41",0
"Diap3",0
"Dlg1",0
"Dlg4",0
"Dlgap1",1
"Dll1",NA
"Dmd",NA
"Dnajc7",0
"Dnm1",NA
"Dnmt1",NA
"Dnmt3a",0
"Dsn1",NA
"Dtl",0.809523809523809
"Dusp22",1
"Dusp9",0.333333333333333
"Dvl1",1
"Dync1h1",0.0363636363636364
"Dync1i2",0.0952380952380952
"Dynll1",0.0343735866123926
"E(z)",NA
"E2F1",0.113924050632911
"E2F2",0
"E2F3",0.0303030303030303
"E2F4",0.118401206636501
"E2F5",0.533333333333333
"E2F6",0.21
"E2F7",NA
"E4F1",0.392857142857143
"EAF1",0.5
"EAF2",1
"EBF1",0.333333333333333
"EBI3",0.166666666666667
"EBNA-1",0
"EBNA-2",0
"EBNA-3A",0
"EBNA-3B/EBNA-3C",NA
"EBNA-LP",0.00874172185430464
"EBNA1BP2",0.136363636363636
"EBP",0.333333333333333
"ECHS1",0.285714285714286
"ECSIT",0
"ECT2",0.4
"EDA",NA
"EDA2R",0
"EDAR",0
"EDARADD",0
"EDC4",0.142857142857143
"EDEM1",0
"EDF1",0.212121212121212
"EDN1",0
"EDNRA",0.4
"EDNRB",0.4
"EEA1",0.196969696969697
"EED",0.110204081632653
"EEF1A1",0.0249032258064516
"EEF1A2",0.252747252747253
"EEF1B2",0.254545454545455
"EEF1D",0.0980392156862745
"EEF1G",0.0332059947105495
"EEF2K",0.666666666666667
"EFCAB6",0.5
"EFEMP1",0
"EFEMP2",0.0129032258064516
"EFHD1",0.333333333333333
"EFNA1",0
"EFNA2",0
"EFNA3",0
"EFNA5",0.0666666666666667
"EFNB1",0.4
"EFS",0.0555555555555556
"EFTUD2",0.160739687055477
"EGF",0.194444444444444
"EGFL6",1
"EGFR",0.0294974874371859
"EGLN1",0.272727272727273
"EGLN2",0.333333333333333
"EGLN3",0.4
"EGR1",0.140350877192982
"EGR2",0.107142857142857
"EHBP1",0.3
"EHD1",0.333333333333333
"EHD2",0.4
"EHD3",1
"EHMT1",0.185714285714286
"EHMT2",0.0587969244685663
"EID1",0.32967032967033
"EID2",0.9
"EIF1AX",0.5
"EIF1B",0.135632183908046
"EIF2AK1",1
"EIF2AK2",0.0584699453551913
"EIF2AK3",0
"EIF2AK4",0.333333333333333
"EIF2B1",0.131868131868132
"EIF2B2",0.4
"EIF2B3",0.5
"EIF2B4",0.666666666666667
"EIF2B5",0.5
"EIF2C1",0.25
"EIF2C2",0.11576354679803
"EIF2C3",0.0731707317073171
"EIF2C4",0.0421422300263389
"EIF2S1",0.25
"EIF2S2",0.108333333333333
"EIF3A",0.235294117647059
"EIF3B",0.29247311827957
"EIF3C",0.206349206349206
"EIF3D",0.379084967320261
"EIF3E",0.117408906882591
"EIF3F",0.171980676328502
"EIF3G",0.25974025974026
"EIF3H",0.222222222222222
"EIF3I",0.0786308973172988
"EIF3K",0.604395604395604
"EIF3L",0.398692810457516
"EIF3M",0.577777777777778
"EIF4A1",0.13508064516129
"EIF4A2",0.130124777183601
"EIF4A3",0.176470588235294
"EIF4B",0.19047619047619
"EIF4E",0.169590643274854
"EIF4E2",0.177777777777778
"EIF4EBP1",0.161904761904762
"EIF4EBP3",0
"EIF4ENIF1",0
"EIF4G1",0.216748768472906
"EIF4G2",0.5
"EIF4G3",0.311111111111111
"EIF4H",0.666666666666667
"EIF5",0.3
"EIF5A",0.222222222222222
"EIF5B",0.142857142857143
"EIF6",0.0447239692522711
"ELANE",0
"ELAVL2",0.4
"ELAVL3",0
"ELAVL4",0
"ELF1",0.464285714285714
"ELF2",0.3
"ELF3",0.121052631578947
"ELF4",0.428571428571429
"ELF5",0
"ELK1",0.0769230769230769
"ELK3",1
"ELK4",0
"ELL",0.163636363636364
"ELL2",0.523809523809524
"ELL3",0.333333333333333
"ELMO1",0.666666666666667
"ELN",0.0222222222222222
"ELOVL1",0.666666666666667
"ELP2",0.444444444444444
"ELP3",0.6
"ELSPBP1",0.192307692307692
"ELTD1",NA
"EMD",0.0668008048289738
"EME2",0.333333333333333
"EMG1",0.333333333333333
"EMILIN1",0
"EML1",NA
"EMP2",NA
"EMX1",0
"EMX2",0
"EN1",0.333333333333333
"EN2",NA
"ENAH",0.266666666666667
"ENC1",0.666666666666667
"ENDOG",0.5
"ENG",0.238095238095238
"ENO1",0.169590643274854
"ENO2",0.105263157894737
"ENOX1",0
"ENOX2",0
"ENSA",0.266666666666667
"ENY2",0.666666666666667
"EP300",0.0455749522320653
"EP400",0.529411764705882
"EPAS1",0.178947368421053
"EPB41",0.1
"EPB41L1",0.0714285714285714
"EPB41L3",0.2
"EPB42",0
"EPB49",0
"EPC1",0.363636363636364
"EPC2",0.555555555555556
"EPCAM",NA
"EPHA1",0
"EPHA2",0.535714285714286
"EPHA3",0.106060606060606
"EPHA4",0.136363636363636
"EPHA5",0.666666666666667
"EPHA8",0.266666666666667
"EPHB1",0.166666666666667
"EPHB2",0.161764705882353
"EPHB3",0
"EPM2A",0.333333333333333
"EPN1",0.147368421052632
"EPO",NA
"EPOR",0.209230769230769
"EPRS",0.166666666666667
"EPS15",0.1068524970964
"EPS15L1",0.285714285714286
"EPS8",0.0760233918128655
"EPS8L1",0.333333333333333
"EPS8L2",0.166666666666667
"EPS8L3",0
"ERAS",0
"ERBB2",0.160575858250277
"ERBB2IP",0.107692307692308
"ERBB3",0.148148148148148
"ERBB4",0.126153846153846
"ERC1",0.217948717948718
"ERC2",0.222222222222222
"ERCC1",0.282051282051282
"ERCC2",0.330882352941176
"ERCC3",0.303030303030303
"ERCC4",0.296703296703297
"ERCC5",0.290909090909091
"ERCC6",0.221052631578947
"ERCC6L",0.333333333333333
"ERCC8",0.555555555555556
"EREG",0
"ERG",0.428571428571429
"ERGIC1",1
"ERH",0.0909090909090909
"ERLIN1",0.733333333333333
"ERLIN2",0.308333333333333
"ERN1",0.305555555555556
"ERO1L",0.666666666666667
"ERO1LB",0.666666666666667
"ERP44",0.166666666666667
"ERVW-1",NA
"ESCO1",0.464285714285714
"ESCO2",0.511111111111111
"ESR1",0.0558210784313726
"ESR2",0.15792349726776
"ESRRA",0.111111111111111
"ESRRB",0.333333333333333
"ESRRG",0.157894736842105
"ETF1",0.357142857142857
"ETHE1",0.4
"ETS1",0.29
"ETS2",0.475
"ETV1",0.290909090909091
"ETV2",NA
"ETV4",0.523809523809524
"ETV5",0.5
"ETV6",0.204678362573099
"EVI5",0.5
"EVL",0.0444444444444444
"EVPL",0.666666666666667
"EWSR1",0.0161094224924012
"EXO1",0.310526315789474
"EXOC1",0.138461538461538
"EXOC2",0.5
"EXOC3",0.333333333333333
"EXOC4",0.21978021978022
"EXOC5",0.333333333333333
"EXOC6",1
"EXOC7",0.139705882352941
"EXOC8",0.238095238095238
"EXOSC1",0.466666666666667
"EXOSC10",0.2
"EXOSC2",0.388888888888889
"EXOSC3",0.666666666666667
"EXOSC4",0.355555555555556
"EXOSC5",0.181818181818182
"EXOSC6",0.175824175824176
"EXOSC7",0.533333333333333
"EXOSC8",0.321428571428571
"EXPH5",0.666666666666667
"EXT1",0.333333333333333
"EXT2",0.0994152046783626
"EXTL3",0
"EYA1",0
"EYA2",0
"EZH1",0.464285714285714
"EZH2",0.0674050632911392
"EZR",0.0943396226415094
"EcR",NA
"Ecsit",1
"Ect2",NA
"Eda2r",NA
"Edc4",0.0363636363636364
"Eea1",NA
"Eed",NA
"Efs",NA
"Egfr",NA
"Ehd3",NA
"Eif2c2",NA
"Eif3a",0.483660130718954
"Eif4a3",NA
"Eif4e",0
"Eif5",NA
"Ep300",0.4
"Epc1",NA
"Epha4",NA
"Ephb1",NA
"Epn1",1
"Eps15",0
"Eps15l1",0.142857142857143
"Erbb2",NA
"Ercc6l",0.238095238095238
"Erh",0.00615384615384615
"Ern2",NA
"Errfi1",NA
"Esco1",0
"Espl1",0.2
"Esr1",1
"Esrrg",0
"Etl4",0
"Ezh2",NA
"F10",0.0555555555555556
"F11R",0.238095238095238
"F11r",NA
"F12",0
"F13A1",0.0222222222222222
"F13B",0
"F2",0.0545454545454545
"F2R",0.4
"F2RL1",0
"F3",0.166666666666667
"F46F6.2",NA
"F5",0
"F7",0
"F8",0.0476190476190476
"F9",NA
"FABP4",0.0222222222222222
"FABP9",NA
"FADD",0.197435897435897
"FADS1",0.333333333333333
"FAF1",0.075354609929078
"FAF2",0.115873015873016
"FAIM2",NA
"FAIM3",0
"FAM101B",0.333333333333333
"FAM103A1",0.166666666666667
"FAM107A",0.0514705882352941
"FAM109A",0
"FAM109B",NA
"FAM115A",0.3
"FAM118B",0.0523809523809524
"FAM123B",0.8
"FAM125A",0.571428571428571
"FAM125B",1
"FAM127B",0.333333333333333
"FAM134A",0
"FAM135B",NA
"FAM160A2",0.2
"FAM161A",NA
"FAM173A",0.0555555555555556
"FAM175A",0.722222222222222
"FAM175B",0.714285714285714
"FAM176A",0.666666666666667
"FAM189A2",0
"FAM195A",NA
"FAM203A",0.0727272727272727
"FAM208B",0.2
"FAM21C",0.6
"FAM40A",0.70995670995671
"FAM57A",1
"FAM60A",NA
"FAM63A",1
"FAM69B",NA
"FAM84B",NA
"FAM8A1",1
"FAN1",0.171428571428571
"FANCA",0.0885780885780886
"FANCB",0.75
"FANCC",0.105169340463458
