"protein","clustering_coefficient"
"SF3B3",0.125641025641026
"SF3B4",0.19
"SFI1",0
"SFMBT1",0.2
"SFN",0.0327117572692794
"SFPQ",0.1291642314436
"SFRP1",0
"SFRP2",NA
"SFTPA1",1
"SFTPD",0.166666666666667
"SGCA",0
"SGCD",NA
"SGCG",0
"SGIP1",0.5
"SGK1",0.0928030303030303
"SGK223",0.5
"SGK3",0
"SGOL1",0.318181818181818
"SGOL2",0.166666666666667
"SGPP1",NA
"SGS1",1
"SGSM2",0.010989010989011
"SGSM3",0.5
"SGT1",NA
"SGTA",0.0649350649350649
"SH2B1",0.238095238095238
"SH2B2",0.666666666666667
"SH2B3",0.166666666666667
"SH2D1A",0.0476190476190476
"SH2D1B",0
"SH2D3A",0.6
"SH2D3C",0.333333333333333
"SH3BP1",0.833333333333333
"SH3BP2",0.509090909090909
"SH3BP4",0.09
"SH3BP5",0.269230769230769
"SH3D19",0.3
"SH3GL1",0.235294117647059
"SH3GL2",0.0625942684766214
"SH3GL3",0.0705882352941176
"SH3GLB1",0.19047619047619
"SH3GLB2",0.244444444444444
"SH3KBP1",0.0315495461181997
"SH3RF1",0.166666666666667
"SH3RF2",0.166666666666667
"SH3YL1",0.1
"SHANK1",0.0181818181818182
"SHANK2",0.153846153846154
"SHANK3",0
"SHB",0.275
"SHC1",0.0676371780515118
"SHC2",0.333333333333333
"SHC3",0.0714285714285714
"SHCBP1",0.0989010989010989
"SHD",0
"SHFM1",0.246225319396051
"SHH",NA
"SHKBP1",0.666666666666667
"SHMT1",0.333333333333333
"SHOC2",0.466666666666667
"SHOX2",0
"SHPRH",0.236363636363636
"SIAH1",0.0588972431077694
"SIAH1P1",NA
"SIAH2",0.0985221674876847
"SIC1",0
"SIGIRR",0.533333333333333
"SIGLEC11",0
"SIGLEC5",NA
"SIGMAR1",0.5
"SIK2",0.666666666666667
"SIKE1",0.738562091503268
"SIM1",1
"SIM2",0.3
"SIN3A",0.0826453388372893
"SIN3B",0.164642375168691
"SIPA1",0
"SIRPB1",0
"SIRT1",0.0289278368952875
"SIRT2",0.048689138576779
"SIRT3",0.0219728845254792
"SIRT4",0
"SIRT5",0.0235816814764183
"SIRT6",0.179487179487179
"SIRT7",0.00427850168912648
"SIT1",0.5
"SIT4",0
"SIVA1",0.133333333333333
"SIX1",0
"SIX3",0.1
"SIX5",NA
"SIX6",0.333333333333333
"SIZ1",0
"SKA1",0.214285714285714
"SKA2",0.333333333333333
"SKA3",0.285714285714286
"SKAP1",0.166666666666667
"SKI",0.211764705882353
"SKIL",0.359307359307359
"SKIV2L",0.333333333333333
"SKP1",0.0791497060153777
"SKP2",0.103423423423423
"SKY1",NA
"SLA",0.357142857142857
"SLA2",0.4
"SLAMF1",0.107142857142857
"SLAMF6",0
"SLBP",0
"SLC10A2",NA
"SLC11A2",0.5
"SLC12A2",1
"SLC12A3",0.666666666666667
"SLC1A1",0
"SLC1A2",0
"SLC22A1",NA
"SLC22A6",NA
"SLC24A1",NA
"SLC25A10",0.19047619047619
"SLC25A11",0.222222222222222
"SLC25A36",0
"SLC25A4",0.194444444444444
"SLC25A6",0.110294117647059
"SLC26A3",NA
"SLC26A8",0
"SLC27A6",0.266666666666667
"SLC2A1",0.288888888888889
"SLC2A2",NA
"SLC2A4",0.0525525525525526
"SLC2A4RG",NA
"SLC30A3",NA
"SLC31A1",NA
"SLC31A2",0
"SLC38A3",0
"SLC3A2",0.145454545454545
"SLC40A1",NA
"SLC4A1",0
"SLC4A1AP",0.166666666666667
"SLC4A3",0
"SLC4A8",0.666666666666667
"SLC5A1",0
"SLC5A5",NA
"SLC5A7",0.666666666666667
"SLC6A1",NA
"SLC6A3",0.361111111111111
"SLC6A4",0.333333333333333
"SLC6A5",NA
"SLC6A9",0
"SLC7A7",NA
"SLC7A8",0.333333333333333
"SLC8A1",NA
"SLC9A1",0.181818181818182
"SLC9A2",0.380952380952381
"SLC9A3",0.133333333333333
"SLC9A3R1",0.065546218487395
"SLC9A3R2",0.0909090909090909
"SLIT2",0
"SLN",0.666666666666667
"SLPI",0
"SLT2",0
"SLU7",0.4
"SLX1B",0.0985155195681511
"SLX4",0.135384615384615
"SMAD1",0.0716346153846154
"SMAD2",0.0764489902963546
"SMAD3",0.069978504896107
"SMAD4",0.0543242068665797
"SMAD5",0.181538461538462
"SMAD6",0.264822134387352
"SMAD7",0.189371980676329
"SMAD9",0.428571428571429
"SMARCA1",0.472222222222222
"SMARCA2",0.161790017211704
"SMARCA4",0.0961038961038961
"SMARCA5",0.183932346723044
"SMARCAD1",0.0604185086943708
"SMARCB1",0.129499766245909
"SMARCC1",0.177297297297297
"SMARCC2",0.205789235639982
"SMARCD1",0.213526570048309
"SMARCD3",0.392857142857143
"SMARCE1",0.225563909774436
"SMC1A",0.104545454545455
"SMC2",0.220779220779221
"SMC3",0.102843315184513
"SMC4",0.383333333333333
"SMC5",0.333333333333333
"SMC6",0.333333333333333
"SMCP",1
"SMEK1",0.5
"SMEK2",0.5
"SMG1",0.428571428571429
"SMN1",0.0240264452148674
"SMN2",0.533333333333333
"SMNDC1",0.157894736842105
"SMURF1",0.0353226036177183
"SMURF2",0.0568306010928962
"SMYD2",0.177777777777778
"SMYD3",0.348484848484849
"SNAI1",0.151515151515152
"SNAI2",0.333333333333333
"SNAI3",0.333333333333333
"SNAP23",0.121212121212121
"SNAP25",0.134057971014493
"SNAP29",0.130718954248366
"SNAP91",0
"SNAPC1",0.155555555555556
"SNAPC2",1
"SNAPC3",1
"SNAPC4",0.25
"SNAPC5",0.0666666666666667
"SNAPIN",0.0861538461538462
"SNCA",0.00259905164375136
"SNCAIP",0.142105263157895
"SNCB",0.285714285714286
"SNCG",0.0380952380952381
"SND1",0.173160173160173
"SNF8",0.311111111111111
"SNIP1",0.266666666666667
"SNRK",0
"SNRNP40",0.220779220779221
"SNRNP70",0.162055335968379
"SNRPA",0.320512820512821
"SNRPB",0.146031746031746
"SNRPB2",0.392857142857143
"SNRPC",0.6
"SNRPD1",0.201970443349754
"SNRPD2",0.212903225806452
"SNRPD3",0.208602150537634
"SNRPE",0.289855072463768
"SNRPF",0.287581699346405
"SNRPG",0.153846153846154
"SNRPN",0.222222222222222
"SNTA1",0.0571428571428571
"SNTB1",0.1
"SNTB2",0.136363636363636
"SNTG1",0.333333333333333
"SNUPN",0.197802197802198
"SNURF",0
"SNW1",0.0909456740442656
"SNX1",0.263736263736264
"SNX13",1
"SNX17",0.19047619047619
"SNX18",1
"SNX2",0.454545454545455
"SNX24",0
"SNX3",0.666666666666667
"SNX33",NA
"SNX4",0.5
"SNX5",0.181818181818182
"SNX6",0.209150326797386
"SNX7",0
"SNX9",0.196969696969697
"SOCS1",0.162210338680927
"SOCS2",0.136363636363636
"SOCS3",0.123188405797101
"SOCS6",0.227272727272727
"SOCS7",NA
"SOD1",0.191666666666667
"SOD2",0.277777777777778
"SORBS1",0.0897435897435897
"SORBS2",0.0571428571428571
"SORBS3",0.0147058823529412
"SORD",NA
"SORL1",0
"SORT1",0.266666666666667
"SOS1",0.122222222222222
"SOS2",0.25
"SOSTDC1",0
"SOX10",1
"SOX13",NA
"SOX18",NA
"SOX2",0.090711175616836
"SOX30",0
"SOX4",0.466666666666667
"SOX6",0.166666666666667
"SOX9",0.212121212121212
"SP1",0.0551942902458366
"SP100",0.327485380116959
"SP110",0.0151515151515152
"SP2",0.2
"SP3",0.38
"SP4",0.666666666666667
"SPAG4",NA
"SPAG9",0.128205128205128
"SPARC",0
"SPATA2",0.230769230769231
"SPATC1",0.333333333333333
"SPC24",0.4
"SPC25",0.755555555555556
"SPDEF",0
"SPDYA",0.666666666666667
"SPEF1",0
"SPEN",0.307692307692308
"SPERT",0
"SPF1",NA
"SPG20",0.157142857142857
"SPG21",0.151515151515152
"SPG7",0.0952380952380952
"SPHK1",0.5
"SPHK2",NA
"SPI1",0.148387096774194
"SPIB",0.222222222222222
"SPINK7",0
"SPN",0.333333333333333
"SPNS1",0.166666666666667
"SPOCK2",0
"SPOCK3",0
"SPOP",0.143790849673203
"SPP1",0
"SPRED1",0.163636363636364
"SPRED2",0
"SPRED3",NA
"SPRY1",0
"SPRY2",0.0881934566145092
"SPRY3",NA
"SPRY4",0
"SPSB1",0.5
"SPSB2",1
"SPSB4",1
"SPT2",NA
"SPTA1",0.272727272727273
"SPTAN1",0.0836236933797909
"SPTB",0.476190476190476
"SPTBN1",0.118279569892473
"SPTBN2",0.266666666666667
"SPTBN4",0
"SQSTM1",0.0493827160493827
"SRA1",0.785714285714286
"SRC",0.0443475733798314
"SRCAP",0.551282051282051
"SRCIN1",0.333333333333333
"SREBF1",0.195121951219512
"SREBF2",0.101960784313725
"SREK1",0.0475192173305381
"SRF",0.0636734693877551
"SRGAP1",0
"SRGAP2",0.242424242424242
"SRGN",0
"SRI",0.181818181818182
"SRP19",0.4
"SRP54",0.333333333333333
"SRP9",0.666666666666667
"SRPK1",0.285714285714286
"SRPK2",0.242424242424242
"SRR",1
"SRRM1",0.0798534798534799
"SRRM2",0.0590281674335091
"SRRT",0.243589743589744
"SRSF1",0.131242740998839
"SRSF11",0.288888888888889
"SRSF2",0.263157894736842
"SRSF3",0.108225108225108
"SRSF4",0.307692307692308
"SRSF6",0.263736263736264
"SRSF7",0.294871794871795
"SRSF9",0.227272727272727
"SRY",0.392857142857143
"SS18",0.277777777777778
"SS18L1",0.0733333333333333
"SSA1",NA
"SSB",0.171428571428571
"SSBP1",0.0842105263157895
"SSBP2",0.238095238095238
"SSBP3",0.194444444444444
"SSE1",0
"SSFA2",0.466666666666667
"SSH1",0.166666666666667
"SSH2",0
"SSM4",0
"SSPN",0
"SSPO",0
"SSR1",0.321428571428571
"SSR2",1
"SSR4",0.194444444444444
"SSRP1",0.208708708708709
"SSSCA1",0.0584795321637427
"SSTR2",0
"SSTR3",0.0151515151515152
"SSTR5",0
"SSU72",0.733333333333333
"SSX1",0
"SSX2",0
"SSX2IP",0.333333333333333
"SSX3",0
"SSX4",0
"SSX5",0
"ST13",0.155555555555556
"ST14",1
"ST3GAL3",0
"ST5",0.666666666666667
"ST6GAL1",NA
"ST7",0.142857142857143
"ST8SIA2",NA
"STAC",0
"STAC3",0
"STAG1",0.495238095238095
"STAG2",0.6
"STAG3",1
"STAM",0.21978021978022
"STAM2",0.169117647058824
"STAMBP",0.123188405797101
"STAMBPL1",0.222222222222222
"STAP1",0.266666666666667
"STAP2",0
"STAR",0
"STARD13",0.0666666666666667
"STAT1",0.0879807692307692
"STAT2",0.295238095238095
"STAT3",0.120109439124487
"STAT4",0.166666666666667
"STAT5A",0.183467741935484
"STAT5B",0.242105263157895
"STAT6",0.197701149425287
"STAU1",0.102272727272727
"STAU2",0.2
"STC2",0.136363636363636
"STEAP3",0.666666666666667
"STIM1",1
"STIM2",0.6
"STIP1",0.181818181818182
"STK11",0.161904761904762
"STK11IP",0.3
"STK16",0.0714285714285714
"STK17A",1
"STK17B",NA
"STK19",0.333333333333333
"STK24",0.264634146341463
"STK25",0.523809523809524
"STK3",0.131578947368421
"STK35",1
"STK36",0
"STK38",0.161904761904762
"STK38L",0.3
"STK39",0.138888888888889
"STK4",0.166666666666667
"STK40",0
"STMN1",0.142857142857143
"STMN2",0.0909090909090909
"STMN3",0.666666666666667
"STMN4",0
"STOM",0.111111111111111
"STOML1",0.333333333333333
"STON2",0.380952380952381
"STRA13",0.527777777777778
"STRAP",0.175438596491228
"STRN",0.483870967741935
"STRN3",0.475378787878788
"STRN4",0.283251231527094
"STUB1",0.0693633385557613
"STX11",0.0545454545454545
"STX12",0.361111111111111
"STX16",0.333333333333333
"STX17",0.666666666666667
"STX18",0.285714285714286
"STX1A",0.0345345345345345
"STX1B",0.476190476190476
"STX2",0.303030303030303
"STX3",0.218181818181818
"STX4",0.144927536231884
"STX5",0.141304347826087
"STX6",0.523809523809524
"STX7",0.320512820512821
"STX8",0.4
"STXBP1",0.104761904761905
"STXBP3",0.666666666666667
"STYXL1",0.285714285714286
"SUB1",0.216374269005848
"SUDS3",0.622222222222222
"SUFU",0.0718954248366013
"SUGT1",0.222222222222222
"SULT1E1",0
"SULT2B1",0
"SUMF2",0.333333333333333
"SUMO1",0.0145409735058534
"SUMO2",0.00750293260680365
"SUMO3",0.107617051013277
"SUMO4",0.0367301231802912
"SUN2",0.2
"SUP35",0
"SUPT16H",0.224615384615385
"SUPT3H",0.295566502463054
"SUPT4H1",0.266666666666667
"SUPT5H",0.180952380952381
"SUPT6H",0.392857142857143
"SUPT7L",0.276190476190476
"SURF2",0
"SUSD2",0
"SUV39H1",0.159879336349925
"SUV39H2",0
"SUV420H1",1
"SUV420H2",0.288888888888889
"SUZ12",0.142682926829268
"SVIL",0.0134453781512605
"SVIP",0.303030303030303
"SWAP70",0.5
"SWE1",NA
"SYF2",0.2
"SYK",0.11038961038961
"SYN1",0.0955882352941176
"SYN2",0.25
"SYNC",NA
"SYNCRIP",0.0890151515151515
"SYNE1",0.154411764705882
"SYNE2",0.177777777777778
"SYNGAP1",0.166666666666667
"SYNJ1",0.285714285714286
"SYNJ2",0.333333333333333
"SYNJ2BP",0.178571428571429
"SYNM",0.2
"SYNPO",0.4
"SYNPO2",0.5
"SYNRG",0
"SYP",0.0666666666666667
"SYT1",0.110526315789474
"SYT10",NA
"SYT11",0.666666666666667
"SYT13",NA
"SYT16",NA
"SYT17",0
"SYT2",0.666666666666667
"SYT3",0
"SYT4",0
"SYT5",NA
"SYT6",NA
"SYT7",0
"SYT8",NA
"SYT9",0
"SYTL1",0.166666666666667
"SYTL2",0.1
"SYTL3",0.666666666666667
"SYTL4",0.0555555555555556
"SYTL5",0
"SYVN1",0.13015873015873
"Safb",0.2
"Sap18",1
"Sass6",0.0128205128205128
"Scap",1
"Schip1",NA
"Scn2a1",NA
"Scnn1a",NA
"Scnn1g",NA
"Senp2",0.333333333333333
"Sep1",0
"Sf1",NA
"Sf3a1",0.0823529411764706
"Sftpc",NA
"Sftpd",NA
"Sgce",1
"Sgol1",0.3
"Sgol2",0.153846153846154
"Sh2d1b1",0
"Shank1",0
"Sharpin",0.333333333333333
"Shc1",0
"Shcbp1",0.214285714285714
"Shh",0.666666666666667
"Shoc2",0
"Shprh",0.7
"Siah2",NA
"Sin3a",0.0578947368421053
"Sin3b",0
"Sip1",0.333333333333333
"Skil",0
"Skp2",0
"Slc25a4",0
"Slc9a1",NA
"Slc9a3r1",NA
"Smad2",0.9
"Smad3",0.428571428571429
"Smad7",0.333333333333333
"Smarca4",NA
"Smarcd1",NA
"Smarce1",0.333333333333333
"Smc6",0.107142857142857
"Smr",NA
"Snai1",NA
"Snap23",0
"Snap25",0
"Snw1",0.0502645502645503
"Socs1",0.833333333333333
"Socs2",1
"Socs3",1
"Socs4",1
"Socs5",1
"Socs6",0.666666666666667
"Socs7",1
"Spag5",0
"Spnb2",0
"Sqstm1",0.5
"Src",NA
"Sstr2",0
"Stag2",0.241758241758242
"Stam2",NA
"Stat2",NA
"Stat5a",0
"Stat5b",NA
"Stk11",NA
"Stk38",0
"Stub1",0.136363636363636
"Su(fu)",NA
"Su(var)205",1
"Suds3",1
"Sufu",0.666666666666667
"Supt5h",0
"Supt6h",0
"Suz12",NA
"Synj1",1
"TAB1",0.0538847117794486
"TAB2",0.246153846153846
"TAB3",0.607142857142857
"TAC1",0
"TAC3",0
"TACC1",0.2
"TACC2",0.236363636363636
"TACC3",0.136363636363636
"TACR2",0
"TADA2A",0.0560747663551402
"TADA3",0.183908045977011
"TAF1",0.187179487179487
"TAF10",0.0971751412429379
"TAF11",0.202614379084967
"TAF12",0.313725490196078
"TAF13",0.321637426900585
"TAF15",0.207792207792208
"TAF1A",0.38562091503268
"TAF1B",0.260869565217391
"TAF1C",0.352380952380952
"TAF1D",0.0686600221483942
"TAF1L",1
"TAF3",0.2
"TAF4",0.263157894736842
"TAF4B",1
"TAF5",0.477941176470588
"TAF6",0.274537695590327
"TAF7",0.177865612648221
"TAF7L",1
"TAF8",0.636363636363636
"TAF9",0.198581560283688
"TAF9B",0.0952380952380952
"TAG",NA
"TAGLN",0.5
"TAH1",1
"TAH18",NA
"TAL1",0.15959595959596
"TAL2",0.142857142857143
"TANK",0.210526315789474
"TAOK2",0.5
"TAOK3",0.333333333333333
"TAP1",0.269230769230769
"TAP2",0.5
"TAPBP",0.377777777777778
"TAR",NA
"TARBP2",0.0444444444444444
"TARDBP",0.11
"TAS1R1",NA
"TAS1R2",NA
"TAS2R13",1
"TAT",0.311111111111111
"TAX1BP1",0.416666666666667
"TAZ",NA
"TBC1D17",0.222222222222222
"TBC1D4",0.238095238095238
"TBC1D5",0.5
"TBC1D7",0.380952380952381
"TBCD",0.4
"TBK1",0.0920060331825038
"TBKBP1",0.327272727272727
"TBL1X",0.206521739130435
"TBL1XR1",0.333333333333333
"TBP",0.0863392727799507
"TBPL1",0.254901960784314
"TBPL2",0.1
"TBR1",1
"TBRG1",1
"TBRG4",0.333333333333333
"TBX2",0
"TBX20",NA
"TBX21",0.333333333333333
"TBX3",0.3
"TBX5",0.4
"TBXA2R",0
"TCAP",0.0952380952380952
"TCEA1",0.2
"TCEA2",0.0598290598290598
"TCEAL1",0.156862745098039
"TCEAL4",0.9
"TCEANC",0.0222222222222222
"TCEB1",0.0909090909090909
"TCEB2",0.135135135135135
"TCEB3",0.311111111111111
"TCEB3B",0.109090909090909
"TCERG1",0.10377358490566
"TCF12",0.169117647058824
"TCF19",0
"TCF20",0.361111111111111
"TCF21",0
"TCF3",0.0380375718056202
"TCF4",0.16
"TCF7",0
"TCF7L1",1
"TCF7L2",0.342857142857143
"TCFL5",NA
"TCL1A",0
"TCP1",0.316666666666667
"TCP10L",0
"TDG",0.415204678362573
"TDGF1",0
"TDH",NA
"TDO2",0
"TDP2",0.346153846153846
"TDRD7",0.333333333333333
"TEAD1",0.0714285714285714
"TEAD3",0.133333333333333
"TEAD4",0
"TEC",0.222222222222222
"TECPR1",0.0833333333333333
"TEK",0.142857142857143
"TELO2",0.245614035087719
"TEP1",0.666666666666667
"TERF1",0.0359365079365079
"TERF2",0.0234604105571848
"TERF2IP",0.352941176470588
"TERT",0.166666666666667
"TES",0.285714285714286
"TESC",0.133333333333333
"TESK1",0
"TESK2",NA
"TEX11",0
"TEX28",NA
"TF",0.0512820512820513
"TFAM",0.333333333333333
"TFAP2A",0.300653594771242
"TFAP2B",0.107142857142857
"TFAP2C",0.285714285714286
"TFB1M",0.666666666666667
"TFCP2",0.241666666666667
"TFDP1",0.327485380116959
"TFE3",0.0526315789473684
"TFEC",1
"TFF1",0.222222222222222
"TFG",0.115384615384615
"TFPI",0
"TFPT",0.5
"TFR2",0.333333333333333
"TFRC",0.0909090909090909
"TG",0
"TGFA",0
"TGFB1",0.0846560846560847
"TGFB1I1",0.20952380952381
"TGFB2",0.266666666666667
"TGFB3",0
"TGFBR1",0.0152102031176193
"TGFBR2",0.173913043478261
"TGFBR3",1
"TGFBRAP1",0.333333333333333
"TGIF1",0.143790849673203
"TGIF2",0.333333333333333
"TGM2",0.230769230769231
"TGOLN2",0.4
"TGS1",0.392857142857143
"TH1L",0.0907258064516129
"THAP1",0.0416666666666667
"THAP10",0
"THAP11",0.466666666666667
"THAP3",1
"THAP7",0.0989010989010989
"THAP8",0
"THBD",0
"THBS1",0.0553846153846154
"THBS2",0
"THBS3",NA
"THEG",0
"THEM4",NA
"THG1L",0
"THNSL2",NA
"THOC1",0.333333333333333
"THOC4",0.152631578947368
"THOC7",0.333333333333333
"THRA",0.109497882637629
"THRB",0.113414634146341
"THSD7A",0
"THSD7B",NA
"THY1",0.2
"TI(GAU)Q",NA
"TIA1",0.333333333333333
"TIAF1",0
"TIAM1",0.0588235294117647
"TICAM1",0.444444444444444
"TICAM2",0
"TID3",NA
"TIE1",0.166666666666667
"TIFA",0.288888888888889
"TIM23",NA
"TIMELESS",0.110294117647059
"TIMM13",0.305555555555556
"TIMM17A",0.5
"TIMM44",0.5
"TIMM8A",0.4
"TIMP1",0.266666666666667
"TIMP2",0
"TIMP3",0
"TIMP4",NA
"TINAGL1",0
"TINF2",0.5
"TIPIN",0.333333333333333
"TIPRL",0.6
"TIRAP",0.176666666666667
"TJAP1",NA
"TJP1",0.0585106382978723
"TJP2",0.2
"TJP3",0.666666666666667
"TK1",0.0165898617511521
"TKT",0.142857142857143
"TLE1",0.0152806347340582
"TLE2",0.120879120879121
"TLE3",0.266666666666667
"TLE4",0.285714285714286
"TLK1",0.428571428571429
"TLK2",0.266666666666667
"TLN1",0.185714285714286
"TLR1",0
"TLR2",0.111111111111111
"TLR3",0.214285714285714
"TLR4",0.177865612648221
"TLR9",0.117647058823529
"TLX1",0
"TLX2",0.0277777777777778
"TLX3",0.0151515151515152
"TM4SF1",0.4
"TMBIM4",0
"TMBIM6",0.666666666666667
"TMCO7",1
"TMEM132A",1
"TMEM147",0.333333333333333
"TMEM173",0.0869565217391304
"TMEM188",NA
"TMEM189",0.666666666666667
"TMEM214",1
"TMEM216",NA
"TMEM43",0.666666666666667
"TMEM66",0.533333333333333
"TMF1",0.333333333333333
"TMLHE",NA
"TMOD4",NA
"TMPO",0.144927536231884
"TMPRSS3",0.333333333333333
"TMSB4X",0.181818181818182
"TMUB1",0.6
"TNC",0.166666666666667
"TNF",0.167557932263815
"TNFAIP3",0.130904183535762
"TNFAIP6",NA
"TNFAIP8",0.333333333333333
"TNFRSF10A",0.466666666666667
"TNFRSF10B",0.557894736842105
"TNFRSF10C",0
"TNFRSF10D",0.238095238095238
"TNFRSF11A",0.277777777777778
"TNFRSF11B",0
"TNFRSF12A",1
"TNFRSF13B",0.142857142857143
"TNFRSF14",0.0199430199430199
"TNFRSF18",0.666666666666667
"TNFRSF19",0
"TNFRSF1A",0.149620105201636
"TNFRSF1B",0.269230769230769
"TNFRSF21",0
"TNFRSF25",0.277777777777778
"TNFRSF4",1
"TNFRSF6B",0
"TNFRSF8",0.333333333333333
"TNFRSF9",0.833333333333333
"TNFSF10",0.321428571428571
"TNFSF11",0.0105263157894737
"TNFSF13",0.0952380952380952
"TNFSF13B",0.166666666666667
"TNFSF14",0.476190476190476
"TNFSF15",0
"TNFSF8",NA
"TNFSF9",1
"TNIK",0.0793650793650794
"TNIP1",0.321428571428571
"TNIP2",0.761904761904762
"TNK1",0.666666666666667
"TNK2",0.110671936758893
"TNKS",0.171428571428571
"TNKS1BP1",0.142857142857143
"TNKS2",0.142857142857143
"TNNC1",0.357142857142857
"TNNI1",0.285714285714286
"TNNI3",0.0476190476190476
"TNNI3K",0
"TNNT1",0.0393939393939394
"TNNT2",0.5
"TNNT3",0.0277777777777778
"TNP2",0
"TNPO1",0.166666666666667
"TNPO2",0.333333333333333
"TNR",0
"TNRC6A",0.4
"TNRC6B",0.428571428571429
"TOB1",0.183006535947712
"TOB2",1
"TOE1",0.178571428571429
"TOLLIP",0.0579710144927536
"TOM1",0.380952380952381
"TOM1L1",0.0978260869565217
"TOM70",1
"TOMM20",0.0769230769230769
"TOMM22",0.666666666666667
"TOMM40",1
"TON1A",NA
"TONSL",0.549450549450549
"TOP1",0.160655737704918
"TOP2A",0.211494252873563
"TOP2B",0.394736842105263
"TOP3A",0.41025641025641
"TOP3B",0.133333333333333
"TOPBP1",0.215384615384615
"TOPORS",0.135897435897436
"TOR1A",0.25
"TOX4",0.363636363636364
"TP53",0.0269246090518166
"TP53AIP1",NA
"TP53BP1",0.171794871794872
"TP53BP2",0.193675889328063
"TP53I3",0.285714285714286
"TP53INP1",1
"TP53RK",0.5
"TP63",0.0525525525525526
"TP73",0.062374245472837
"TPBG",1
"TPD52",0.5
"TPD52L1",0.111111111111111
"TPD52L2",0.666666666666667
"TPH1",NA
"TPI1",0.309090909090909
"TPM1",0.102564102564103
"TPM2",0.333333333333333
"TPM3",0.177777777777778
"TPPP",NA
"TPR",0.192982456140351
"TPRKB",0.333333333333333
"TPSAB1",NA
"TPSB2",NA
"TPT1",0.288888888888889
"TPX2",0.333333333333333
"TRA2B",0.213235294117647
"TRA@",0.161904761904762
"TRADD",0.25
"TRAF1",0.162162162162162
"TRAF2",0.0356245380635625
"TRAF3",0.101063829787234
"TRAF3IP1",0.0769230769230769
"TRAF3IP2",0.4
"TRAF3IP3",0.573529411764706
"TRAF4",0.0632411067193676
"TRAF5",0.196666666666667
"TRAF6",0.0414683169364223
"TRAIP",0.183823529411765
"TRAK2",0
"TRAP1",0.141025641025641
"TRAPPC2",0.4
"TRAPPC2L",0.6
"TRAPPC3",0.6
"TRAPPC8",0.6
"TRAT1",0.0833333333333333
"TRB@",0
"TRBV2",0
"TRDMT1",0
"TRDN",0
"TRE17",1
"TREM1",0
"TREML1",0
"TRERF1",0.5
"TREX1",0
"TREX2",NA
"TRHR",NA
"TRIAP1",0.833333333333333
"TRIB3",0.0738461538461539
"TRIM10",NA
"TRIM11",0.5
"TRIM13",0.214285714285714
"TRIM15",0
"TRIM16",0
"TRIM17",0.311111111111111
"TRIM2",0
"TRIM21",0.13768115942029
"TRIM22",0.333333333333333
"TRIM23",0.0683760683760684
"TRIM24",0.183333333333333
"TRIM25",0.138339920948617
"TRIM26",0.321428571428571
"TRIM27",0.0849056603773585
"TRIM28",0.068421052631579
"TRIM29",0.0315315315315315
"TRIM3",0
"TRIM31",0.0181818181818182
"TRIM32",0.142105263157895
"TRIM33",0.24901185770751
"TRIM37",0.0962566844919786
"TRIM39",0.137254901960784
"TRIM40",1
"TRIM41",0.128205128205128
"TRIM44",0.666666666666667
"TRIM46",0
"TRIM5",0.12987012987013
"TRIM52",1
"TRIM54",0.4
"TRIM56",0.666666666666667
"TRIM6",1
"TRIM63",0.071969696969697
"TRIM68",0.5
"TRIM69",0
"TRIM7",NA
"TRIM8",0
"TRIM9",0
"TRIML1",NA
"TRIO",0.244444444444444
"TRIOBP",0.333333333333333
"TRIP10",0.123809523809524
"TRIP11",0.4
"TRIP12",0.192307692307692
"TRIP13",0.0314523589269195
"TRIP4",0.288172043010753
"TRIP6",0.0512091038406828
"TRNAN1",0
"TROAP",0.5
"TRPA1",1
"TRPC1",0.303030303030303
"TRPC2",0.5
"TRPC3",0.809523809523809
"TRPC4",0.472222222222222
"TRPC4AP",0.39047619047619
"TRPC5",0.257142857142857
"TRPC6",0.444444444444444
"TRPC7",1
"TRPM1",NA
"TRPM7",0.238095238095238
"TRPV1",0
"TRPV4",0.242424242424242
"TRPV5",0.333333333333333
"TRPV6",0
"TRRAP",0.185722928009679
"TRS20",NA
"TSC1",0.183333333333333
"TSC2",0.151209677419355
"TSC22D1",0.0288288288288288
"TSC22D3",0.283333333333333
"TSC22D4",0.0132275132275132
"TSEN15",0.666666666666667
"TSEN2",1
"TSEN34",0.866666666666667
"TSEN54",0.666666666666667
"TSG101",0.0421972534332085
"TSHR",0.25
"TSHZ1",NA
"TSHZ2",NA
"TSHZ3",NA
"TSKS",NA
"TSN",0.333333333333333
"TSNAX",0.166666666666667
"TSPAN17",NA
"TSPAN4",0.6
"TSPAN6",0.333333333333333
"TSPY1",0.5
"TSPYL1",0.333333333333333
"TSPYL2",0.305555555555556
"TSPYL5",1
"TSSC1",0.333333333333333
"TSSK2",NA
"TSSK6",0.214285714285714
"TST",1
"TTBK1",0
"TTC1",0.163636363636364
"TTC19",0.4
"TTC3",0.4
"TTC35",0.333333333333333
"TTC37",0.333333333333333
"TTC4",1
"TTF1",0.380952380952381
"TTF2",0.142857142857143
"TTI1",0.435897435897436
"TTI2",0.577777777777778
"TTK",0.272727272727273
"TTN",0.0842105263157895
"TTR",0.0105105105105105
"TTYH2",0.666666666666667
"TTYH3",0.666666666666667
"TUBA1A",0.0561896400351185
"TUBA1B",0.166666666666667
"TUBA3C",0.307692307692308
"TUBA3E",0.266666666666667
"TUBB",0.0878048780487805
